filename zero_cr spectral_centroid spectral_rollof chroma_frequency mfcc0 mfcc1 mfcc2 mfcc3 mfcc4 mfcc5 mfcc6 mfcc7 mfcc8 mfcc9 mfcc10 mfcc11 mfcc12 mfcc13 mfcc14 mfcc15 mfcc16 mfcc17 mfcc18 mfcc19
"Angèle - Balance ton quoi.m4a" 0.05927648271032329 1985.4837914649302 4519.248703417754 0.35612624011840055 -130.74316369562771 99.93747927971333 31.974562235467733 30.3037338813557 4.864583576979616 7.1030730357295715 4.176772123797416 -9.12351685891451 6.913589161695416 -2.1972165120506726 -2.80880059934153 1.304536473585356 -4.263728806255868 3.6203707146778554 -5.0738613574528335 4.096048083037846 -6.7641201823683135 -3.620900817910904 -4.255928931488721 2.2888952058718357
"Arctic Monkeys - Arabella.m4a" 0.09508143267643272 2316.710578790974 5037.736737704101 0.44520446765107596 -64.4497455115396 85.56246382911853 4.056461712526735 28.63228357023321 4.695354042312226 13.523494377869717 1.3142307499293582 9.651541326462429 -0.639476973281064 9.492438954639471 0.12294427645597078 6.3756867240135175 -0.28180468316946433 5.351620014317594 -0.6409794403136471 3.910347802034656 -1.380683281576671 2.2287077584910846 -2.324510781559414 1.5349953968453989
"Arctic Monkeys - Do I Wanna Know.m4a" 0.0747718367737003 1728.4479264970232 3515.9176999713304 0.38499208222365505 -76.57697374555259 119.98215003256263 -16.149287497652924 31.019604544534378 5.466259771889313 2.1744142451018176 2.063259109694952 10.446529708976918 -3.70553776289374 4.087368753763662 1.9335701711425477 5.188091817293302 -2.4646676252519155 2.9549243041263167 -0.2556703701256273 2.6874452668013076 -2.1720191961463065 3.434422000869834 -2.2943144993377245 -0.16658471661978622
"Arctic Monkeys - I Wanna Be Yours.m4a" 0.07951148978160848 1820.947179857582 3677.62028472835 0.41131192791489357 -94.46612745335116 120.09569469818109 -23.709206898871564 15.680787051546147 -0.6295934297253806 5.179396374622231 6.801215666020594 12.654979238102946 -3.670284722579999 7.0606484275845975 -0.011775171043719019 3.7902254790704952 -2.8440097402292897 0.647124905494962 -2.1853062420118916 4.7629325593899825 -3.3665343157112804 3.548293645284812 -1.61707226765733 -4.200046504837436
"Arctic Monkeys - Knee Socks.m4a" 0.09198737333554885 1938.4655870438658 3950.5170364214864 0.39701406410502593 -93.94990102492416 104.90253483908873 -15.5534238596121 24.978621615871887 4.7063839409752815 11.939407933530275 3.7625140671435675 11.760068553779087 -2.3976876964517615 7.8066283429302175 1.0467324972835064 4.94622869307193 -3.1600050530920107 -0.6953755285248417 -1.3049896830083938 3.5978135871917596 -1.8107780966048013 3.7470046521730582 0.27405818171596047 1.2059693519039956
"Arctic Monkeys - Mad Sounds.m4a" 0.05658238720613609 1476.2996318541648 3010.618363734936 0.34892861123369984 -147.35026181384407 132.72705489753207 5.547061083590606 8.37381424648773 6.289647045478983 1.5461448301630947 -4.64081153760532 6.977392248651727 -7.05273101189181 6.867607650071094 -0.2545911121467342 3.1092754375865215 -4.174820388219982 -1.3384451287892598 0.2710608064831169 3.574918419491354 0.8384682052031653 -0.25973866903422904 -4.690071813354919 -3.1983518667333235
"Arctic Monkeys - No. 1 Party Anthem.m4a" 0.07744997940960371 1685.4470408738798 3410.5251898130864 0.3514927174614433 -48.17495877920652 128.91611137632376 -18.947227935234867 13.839837921668847 3.1413447708681237 6.594785247735166 -4.185186124478668 6.753438152295108 -4.41498229852721 4.316842098193736 -2.0759927122943918 3.6744669944825983 -0.4673515419213372 2.0063854622511617 -1.3950500764724092 0.7894604789261523 -5.939136341958379 -0.8790021195175801 -4.3517063593801195 -1.8840138075623571
"Arctic Monkeys - Piledriver Waltz.m4a" 0.12334067515387713 2306.510346510177 4693.031807490005 0.36504492537302163 -30.474142168928434 93.63120879781293 -20.551750294309556 23.29398895806882 -1.5590151447615006 7.7315606349766215 -5.078074665841118 11.157445223017131 -2.9751225807054964 5.165364682798957 -1.9469777780593782 3.8161876253085225 -0.5784721004810899 0.07950873149857446 0.8058197647282822 4.582016389943895 -2.2489903266836997 0.42631266972168985 -4.007600388248536 -0.39138233491557184
"Arctic Monkeys - R U Mine_.m4a" 0.09004580518993188 2199.831424359533 4729.538960683127 0.4111978663684344 -16.17837206898192 92.34332025039615 -15.868360029765768 30.13862926979012 -0.34341767834583603 14.710678747230924 -3.7078697798695566 12.417486543944854 -3.190195951417091 3.791272552420424 -0.7550578993288242 3.447081354466543 -4.596423892605024 2.336173130037325 -2.1303413017168795 3.0058152702382377 -7.928400874101854 1.7666210954213752 -4.050507119497261 -0.5539150932163468
"Arctic Monkeys - Snap Out Of It (Official Audio).m4a" 0.0858249975950154 1968.4266078142184 4229.709011893574 0.37620078938999607 -84.76240317498859 102.60578375853905 -5.376792669975994 17.91293517768596 6.444848580446725 13.836058633686465 -1.0745903749731731 10.447971245924194 -3.333677786456567 7.28754599559772 0.7060682214572003 3.6632953764404412 -2.3143519179065004 2.8084630709430134 1.0715709291234627 3.958886981378146 -2.7056733965960014 1.4654669609445758 -3.760510034192924 0.5168012084177905
"Arctic Monkeys - Why'd You Only Call Me When You're High.m4a" 0.09062898992764931 2113.52452540113 4491.258286719526 0.41244220073930016 -45.173708545106244 96.87013869842596 -4.435030383495041 22.667577578777344 3.5788881557394587 10.141510215683821 1.1427070508732589 11.079039524077393 -3.2627616224248435 6.813846709833151 -2.652792118522817 4.339895378299148 -1.5850928927124444 4.981658024551236 -3.718303361613232 -0.7536951430937203 -3.4159928388378535 2.731255488165273 -4.183349735911525 0.4307796761960458
"ASMR Hypnose -  Détente et focus.m4a" 0.05066198911827865 1807.106906569069 3891.8648890294467 0.6264663095387065 -452.60748546564247 35.93179528741545 9.74101234151852 16.74181362701031 9.425263831635531 8.738994742554002 7.405769934510142 6.229942821036306 4.37616027965332 5.3658696076389605 4.244508441927976 2.074251549680506 3.1178377423517643 3.740256724386493 3.656165978496643 4.46533200964061 4.49726236056563 4.296827228731966 3.8616582410606397 4.046996663615535
"Bag Raiders - Shooting Stars.m4a" 0.11613547852149729 2419.532050939666 5060.999790359103 0.39231638603366514 -72.55516017553546 81.11816177047984 -1.579238147663816 25.388302157562226 -1.7692188565584956 8.564795916978914 -2.798736834529773 5.861596757914112 -5.732529509471143 0.8181446534398581 -5.497113000271869 4.348142026139606 -3.9167660914050453 1.9099245108565914 -3.3787014767031494 5.534257656966874 -1.027922363927169 0.028661389113646615 -0.6094023175156105 0.5252876435141313
"BBMak - Always Know Where You Are.m4a" 0.12509511444838958 2526.271820560262 5333.828669340162 0.3502972018380984 -201.08872511310122 69.8712947391542 -5.256097407403559 23.824539931089497 -1.0356404516064253 9.23969324332343 1.2742276774794268 8.27617772275491 -2.1566134526973033 8.44865655446665 -5.830658975272735 5.914138935068031 -6.082189222507262 -1.8231811531075015 -2.4708945309104946 1.8146028453266254 -5.579370702737514 0.9364255561708172 -4.487824219496422 -0.36450436445634943
"Biffty - Roule un boze (Remix Dj Weedim).m4a" 0.05445592636526772 2309.282152369994 5365.37547577741 0.5881744846595375 -134.4884716878207 71.84945532257905 22.432465215230955 15.90457234533342 7.502046139104942 15.25278857271342 10.71263865261023 20.54689733475144 2.647094528598404 9.05195714684313 3.5327325009346353 9.617899902641389 5.027980162785082 3.412414613516152 -0.32145565411525334 7.224085802915502 -2.6323721701962306 0.6182716033848803 3.2549741372124137 6.017494016141818
"Bigflo & Oli - Bienvenue chez moi.m4a" 0.09278846977532473 2469.45256314177 5085.5492163283625 0.3938713222623605 -87.43154861706576 82.91797580794376 17.632249250915308 22.227583716224075 1.8875221136958302 1.0862218257449145 -4.7009332116877705 4.299022269560255 -12.324270436046703 2.4900837782882577 -6.0427089331211645 -3.507816314024922 -2.084287272357457 -4.176386931443854 -1.8409828195070594 2.0735979337220365 -4.851879769675615 2.17898031790085 -1.9511850864072169 -2.178958871483854
"Bigflo & Oli - INSOLENT @2.m4a" 0.12921398512983093 2653.553659085351 5281.964695142663 0.4220962198807082 -115.28848191773973 73.27724702373325 4.227419733611654 5.705556513037125 5.853569546826624 -4.038243105732611 -4.900530753109241 8.959536010065365 -7.086977915416018 7.695897776246274 -1.5406956022243654 3.673634271719018 -0.4895713644105223 2.130439805905309 1.6604814083536634 4.841381364114029 -4.532911959463114 2.848050853924346 -1.8485917089578057 0.8936579678396196
"Bigflo & Oli - Toulouse.m4a" 0.06175725231866362 1547.313063545385 3061.7795910716836 0.3253497688498205 -156.42051922599555 130.17766612349658 9.75808613606492 16.272692277173537 1.9992734117492963 2.7040208963274086 -4.47785626710721 -1.112269567079681 -9.959431608993778 0.4259320648872205 -7.9542616748354975 -3.9560744012942037 -4.617822078464881 -6.523830280677413 -6.1835082270448805 -0.5710763317436389 -7.029909052586914 -1.3344307039222176 -1.6576938078199324 -0.41386151687302225
"Black Sabbath - Iron Man.m4a" 0.1469652595047216 2759.0714240601146 5542.2064721713305 0.41451661371198595 -103.6525271798671 68.72634438182429 -7.603384915897845 51.1084189316375 1.7889640093196524 5.677108415518217 -6.723232901113471 8.51106784508357 -4.718028848131419 11.264132134863056 -4.423255969594578 8.260629481995958 -3.363805093100432 -4.634637842218779 -2.4030232703571293 -2.4318923762383444 -9.231602696886405 3.8032947564745703 -3.108165042456199 2.4761501941220727
"Blade Runner Blues - Vangelis - 1982 - [HD].m4a" 0.053019901912848943 1408.8954749629672 3567.1372511106692 0.3131149731603368 -208.74588047906107 123.70312845622372 16.0507227062368 53.10929104834235 -19.16081093046684 18.04024767341956 0.16490622073366748 8.170419925314444 1.3518389506328508 1.969717779449737 4.072288829940868 0.3876427771637484 1.655029887298113 1.707233717163205 4.196229413839147 1.9279552086253717 3.9823750172550247 1.3759422893890505 1.687322200564368 -1.9417477728282684
"Blue Swede - Hooked On a Feeling.m4a" 0.1103381043325831 2164.720420272583 4331.277054974247 0.38511788990043766 -117.8709453416344 97.34190812030037 -18.234761467458597 38.628581681341636 -15.11400222616607 12.425465095228375 -6.431360435156131 4.788414253898519 -4.417142959248805 3.5680472612764795 -4.198191619298297 4.370233977417324 -4.825662078499413 -4.256640472220375 -9.679991530679423 -2.825815068116786 -9.36207134266561 -1.6303701838386466 -4.708268310227966 -0.7312220453936209
"Bob Marley & The Wailers - Is This Love.m4a" 0.06687955793272612 1404.0285154733535 2610.5245249199957 0.37517700539092375 -136.02657865833433 142.23721397472713 -26.6702839472584 20.445373513716188 3.6249521762743444 10.607651997503744 -0.15269173529290275 4.789095347052636 -6.111501441288315 2.4158734622427183 -2.9633728291670227 0.682003355774142 -0.9017081369465116 0.27369603919151014 -1.123216558857966 -1.381125369138999 -2.485015093574012 -0.5142619181340746 -2.8870203523214575 2.4824311274174673
"Bob Marley & The Wailers - Stir It Up.m4a" 0.0731544651944327 1898.506158104245 3794.953246437824 0.347976311561513 -175.7449881733555 93.24257604221594 0.6396271897023399 38.044485094343116 10.056794908859132 7.658361175945845 -2.0266273431870756 9.578922057989583 -0.7890635407866323 2.586053105527625 1.240008156173918 3.903488249679644 -0.6968677693854579 1.6374934157734586 0.9944479593313981 0.582241539689279 -5.194800602030611 3.2204125665569485 -7.4884977861533235 -5.056188014134177
"Bob Marley - Don't Worry, Be Happy.m4a" 0.052466175530869054 1430.1007309051952 2924.1387029806087 0.30675598538861076 -269.47410821553586 111.81001177460148 8.911330096693309 34.199715227929275 7.153376704482255 9.226630403443526 -9.593964632138578 2.9518985440270047 -10.551418256195847 -3.4559147903037295 -12.49824274814707 0.5578036331458532 -8.321329575878094 -1.7101883066621562 -5.996350722331169 -4.2939948647615465 -1.8598623376742627 4.2606174639705685 -3.4510191066832294 1.7044460328933508
"Bon Jovi - Livin' On A Prayer.m4a" 0.1427918362397455 2755.7220081271644 5738.570529443082 0.40860198744024007 -129.43686718758875 74.03358543424977 -6.575835027952556 28.030191197241464 -3.1332469392540574 14.11468500213591 1.0252641853544158 8.502451572945379 -4.412149073175012 6.6343939492743065 -2.6696816828882177 -0.2734812862418022 -4.845376707948536 0.6966397852885255 -3.7458435854291117 0.6078355917504865 -3.349389964700209 3.797704607237784 -2.1718607855534007 1.9375917004231236
"Bon Jovi - You Give Love a Bad Name.m4a" 0.17629624985508552 2916.2330325971307 5669.308051528365 0.42449252600902015 -3.1621026389099174 63.63297291540053 -17.024848775696125 33.42683177301498 -6.295408060101992 7.816252066893344 -4.273296026269021 5.724904030055665 -5.8597630262417315 8.242680932575169 -0.24027733365759732 3.636909424324362 -2.6970261723916598 2.379339946419038 -4.965997385055323 0.7236467860368831 -5.009193876238095 2.0748898627990053 -2.0475575798854537 2.2833781750933593
"Bonnie Tyler - Holding Out for a Hero.m4a" 0.19010933471302988 3208.1303377012364 5971.088678441459 0.4366707763121053 -69.70530261541414 46.231701194621735 -25.178237061542305 31.028720083689322 3.2726701788716226 14.017009311149355 3.4164234598379624 5.3678332636228685 -1.1262929926202916 7.910376593953429 -2.982896238982512 3.8931335499817856 -2.1522813688616425 3.6137630584539284 -1.8194998568596437 3.3504584047505865 -3.6053178490312003 1.279465720304634 -6.29065432441212 2.7771252179585333
"Bonnie Tyler - Total Eclipse of the Heart.m4a" 0.14589853982928747 2896.0543097634563 5826.97502005654 0.3186496708066388 -133.45586678771912 65.89586679387835 -10.486784490752877 20.338653189773993 -0.555220757278845 -0.36136720338378053 1.3078607853116402 -3.3977884384054615 -9.688791864266781 4.906500394624436 -8.143161602198688 -1.2806418117476601 -7.109021229200958 -1.0261513137509355 -4.468469627936472 1.112016299265613 -4.607690509899454 2.5368350673880884 -3.111203037689352 0.45748755646252187
"Busdriver - Imaginary Places.m4a" 0.0687978292623097 1895.485429124697 4090.1381996220116 0.4179769862060001 -155.5118315450891 97.81365157569414 -4.804186340246405 26.39726496291875 -4.424652221827008 16.92094896523068 -9.157336515927788 11.524064945644735 -4.2522099734473775 9.398512127225905 -2.969296000593631 9.649495203162875 -3.0068053429431996 9.02875875667561 0.34926273401488034 5.858621940900978 -4.161451883062753 3.4807134766524985 0.5944609712726318 5.690638730487626
"Busdriver - Me - Time (With the Pulmonary Palimpsest).m4a" 0.11882489915255803 2822.309518389432 5968.446392740139 0.4186029531223834 -53.63260013749706 67.64864732049891 9.086676133665774 29.945730941124914 8.93025070038075 17.147722445203602 1.406771534941425 8.268501880046335 -1.1895864126962972 5.630224814975263 -2.3359139649757936 3.9468861916088973 -3.3498971859422646 5.043914369277876 -1.578962752103928 4.131209701706182 -3.0201600949561604 0.5342296525727168 -4.03574368954757 1.6695607887624542
"Caravan Palace - Lone Digger.m4a" 0.10651096320041632 2204.2459008861115 4481.923426222743 0.3702286802862979 -60.329444273250296 104.07997743790091 -15.303298864409712 10.839929371679112 -9.349766582494967 0.21801300048046635 -7.707302908764207 -1.0055756020973121 -6.687700009265729 1.5114855302926942 -4.444007158693939 3.7125238445639406 -4.3391296637479275 -0.7898257158836761 -4.581654113731162 3.437989218105332 -2.4827771648303 -0.3801585612002425 -5.4975547440783155 2.091461101818515
"Casseurs Flowters - 03h53 - Manger c'est tricher.m4a" 0.11937336248005512 2682.5250415257156 5633.314783745376 0.37508051621786953 -73.8398874863737 72.73652414922671 0.5075781562382345 13.376894025816384 -0.4128327149655963 4.465430498053031 -3.8988265112915297 0.9862253006968169 -4.752967016340267 6.436426154135352 -2.1530691642022997 2.9803623014897465 -2.823954772440891 1.4442624125537944 -3.595616181884645 1.5076573200057186 -8.040164798410784 1.2308314676599748 -2.58319717962556 -0.27542340707588053
"Casseurs Flowters - 16h00 - Tu m'dois d'l'oseille.m4a" 0.12077042085717893 2690.2332822160265 5694.914247917018 0.42764196752921285 -142.86939773661604 70.086696040141 4.138384940186316 10.771512349278236 -0.15992114001910918 3.925418172381362 -6.5089590352319515 1.659234946510131 -4.5341511527110105 2.770646866507224 -4.646058146349909 3.9387211579611026 -3.1256306825823477 0.25446183095773095 -2.3029767018456813 3.6697554787883786 -4.795952110298141 2.534649222697909 -1.5529286023228692 0.5206476462505458
"Casseurs Flowters - 18h30 - Bloqué.m4a" 0.08583583002505095 2230.361846058561 4930.719516588294 0.3628573259696412 -134.19841562417417 61.50283242085164 9.198975686654512 20.91890139644628 2.7968661309327394 1.4522224250020497 -2.445717631978115 3.062032952783718 -3.664609372853291 5.223404396505331 -4.394867971491335 3.5297567099301475 -1.1708274969031571 2.3544702379699918 -2.3396021141950056 6.2658011470188475 -3.801645827426117 4.304314262224673 -0.9437724468583522 -1.580365107737237
"Casseurs Flowters - 20h08 - Dans la place pour être.m4a" 0.11008596057456448 2548.373607831155 5307.87204899786 0.3955626987642711 -130.46163485679347 74.47531062950142 21.21578396255237 27.471554626241975 11.982985111993786 7.130987019245317 0.9815350997293921 7.5541205184434 -4.1708874809814285 2.3219403851406604 -2.4651287431328397 5.3196902039143055 -1.3148925565606755 0.4686887936791711 -3.167702918581123 2.0492110851634746 -5.645704759181779 1.204228043692873 -3.2856977646261964 -2.3610081190168546
"Casseurs Flowters - 20h13 - La nouvelle paire.m4a" 0.11490121472023221 2751.1666333501566 5813.43441688025 0.4340316127488553 -100.25017352793652 71.2901759842886 2.004595270151286 18.86413982707409 7.122692042183259 6.449749841274482 -4.3855608895805815 6.009636584872649 -4.280250952135806 8.25203764222154 0.6857047511584201 4.106104663750306 -1.2031826305802547 3.127999882835753 -0.7940256409759673 3.0587090727989774 -5.1272555633990144 -0.22138724160149484 -1.3500164492989017 -1.5890309606666169
"Casseurs Flowters - Inachevés.m4a" 0.09794134420211958 2357.0091207172495 5103.591357006905 0.3584692410489295 -118.28817021809063 89.76817543029975 28.2200897322737 27.802804040782046 9.039793751363696 6.158507215353278 -0.8070153688308085 8.869588243577617 -3.9883136441935907 7.620246224467894 -6.397433840568569 0.9854017413286178 -1.383074308243331 -0.578846667564398 -3.426611331976105 4.38510643765294 -4.437823816882021 1.0238625520359577 -1.729305662076924 -0.8631798451803935
"Casseurs Flowters - Wondercash.m4a" 0.2106434842255868 3574.7477490009637 6823.991248573783 0.4336188919508818 -142.25424621637214 31.716664415128715 -2.1170295514569295 32.24607922957808 23.166737121092286 12.945940147820018 -4.719705774324785 -0.9263217647216795 -16.36210273058448 -0.7470774313329461 -7.306098803559633 2.314666551581427 -0.399569792449927 -1.4561820243136598 -5.931203530243757 -2.1521636379311655 -8.6495488462559 0.5650043394970553 -1.6534289380412595 2.433094925968006
"Cat Stevens - Father and Son.m4a" 0.08780264133009633 2128.370722430746 4555.860791122985 0.36043551101869553 -208.7355762175989 94.84105764618208 10.85404795172997 31.331047362096516 5.348622538883988 18.36204049056259 -1.4623149655364889 4.518466694124612 -7.150456129728916 -2.789862278425937 -8.850894928137977 -0.45503626718453594 -6.163899794350602 -1.0774901983556067 -5.0638150009085265 -2.1892488431117534 -5.582253980073625 2.265839864220253 -5.729174701968512 -5.219887904570448
"Chopin - Spring Waltz.m4a" 0.06703238989383536 816.827978798691 1363.2233934639478 0.22292079804049544 -392.55822981950496 189.96158617452375 -12.236605669834942 -19.20590804734072 9.681443144809924 -1.812736298164097 -3.226588730737711 -4.3884966416006845 -10.54787088373117 -10.463927515896998 -8.711285065221615 -5.44843227904948 -1.5716804857244335 -3.24998753215611 -6.050615253995836 -4.8753559642855056 -4.987915354573957 -7.176521249581817 -6.984126363452913 -7.475530932819609
"clubbed to death - Matrix soundtrack.m4a" 0.07070591242233805 1579.0872201525547 3266.631359740157 0.34974315200564804 -123.34022879897121 125.40875426696218 -15.090818578760537 22.579022277163773 -2.333540513628084 6.925704217818784 -0.30801844284002694 6.700483279504356 -4.473808446839246 5.189163899093347 -1.422085297271272 4.276754821803296 -2.127011799904152 5.93657351466691 -1.140631386902962 6.240429137031879 0.6432735770871069 3.1894829911487355 -3.841360040636951 0.3219655629745951
"College - A Real Hero Mix.m4a" 0.043377709872097554 1315.136635276138 2574.559167740643 0.32791717611605337 -124.96677139249803 141.20919518692236 20.777904008026812 19.893574280779013 6.016861956705505 -5.3953451511565165 3.6765620480423737 -3.8847023749835943 4.455821514405355 1.6280762424257147 -6.71112176857542 -0.7725356181988082 -7.256804491927785 1.1359875709801737 -2.1771382992981505 9.857590182246717 3.8136808773366924 5.159054366237545 -1.590638174509495 3.411821781573822
"Columbine & Lujipeka - Adieu bientôt .m4a" 0.0819889131624903 2227.6577119318185 5091.717956319645 0.3668618601839107 -110.2896171397666 98.1535699135369 32.48695617148706 6.004890105809124 -7.8228763152639775 3.114132828516608 0.15369090323683035 7.123101037562651 -12.397949785307132 7.9478422423335475 -5.9037171496294345 3.2905613227507207 -1.9538452901202275 4.247220005355135 -3.9764430003968045 -0.8422962296103965 -2.4704900793415474 3.040319874068579 -4.813916313610512 -5.065468156974372
"Columbine - Cache-Cache.m4a" 0.09776280301595984 2293.03642228419 5073.0310728316435 0.3050557013309653 -117.01993369301528 86.68131641061757 12.82273982282829 0.5833899757566561 -8.958558897722517 -3.0137579138342745 -8.4030396778924 5.601516932135539 -5.7748548054872755 13.137217885723505 0.11715953788077829 6.808355363660395 1.2185111408701363 0.380963006170749 -2.325877248395426 -2.451508433835433 -5.409890329618871 -0.9538258629444883 -3.8427044966363315 -1.9454828127764836
"Columbine - Pierre, feuille, papier, ciseaux.m4a" 0.0696070763778058 1801.3669033738192 3711.00322591414 0.33610976533902087 -148.28516086055015 120.47966347074693 24.408764303849665 8.391185825083513 5.951958200969503 1.01702096729719 -4.980903111488887 3.3163218091237545 -15.123206436294023 3.0935090271346457 -3.472085568694821 -5.102006417974354 -3.5624439952923197 -4.914148179416133 -5.624150354177829 -2.029703015093192 -6.115936521735264 0.8889527691123457 -1.8809944812721437 -2.017171284819865
"Cowboy Bebop OST 1 - Tank!.m4a" 0.12504008198832417 2325.0694097210153 4614.167893629808 0.40952253624140716 -51.23843716261212 87.84746305750373 -20.66480569553788 27.944811237770097 -0.580853880465205 8.826536283636731 2.133370012889537 5.146238382442172 -2.393699109343262 7.740251914655079 -1.7236790450993815 6.496181082899623 0.150617487713775 1.755455585998351 -3.302822083119768 0.6512032021939278 -4.349841589381201 1.3947520368272133 -1.7906246225104676 5.383083449837988
